chlorides,total sulfur dioxide,density,pH,alcohol,quality
0.10801393728222998,0.3890909090909091,0.4659839063643099,0.2637362637362636,0.5636363636363636,8.0
0.15679442508710806,0.31636363636363635,0.4498902706656918,0.2637362637362636,0.2363636363636365,5.0
0.06968641114982581,0.5418181818181819,0.2721287490855938,0.4395604395604396,0.6181818181818183,8.0
0.055749128919860634,0.37454545454545457,0.2465252377468987,0.13186813186813204,0.4181818181818183,5.0
0.0940766550522648,0.4690909090909091,0.6269202633504098,0.6483516483516484,0.2363636363636365,7.0
0.14634146341463414,0.6709090909090909,0.8683247988295679,0.3186813186813188,0.0727272727272728,8.0
0.0940766550522648,0.16363636363636364,0.19604974396489647,0.2087912087912088,0.5636363636363636,7.0
0.41463414634146345,0.3927272727272727,0.4440380395025631,0.2747252747252748,0.10909090909090903,5.0
0.03832752613240419,0.2872727272727273,0.32626188734455247,0.5054945054945056,0.5090909090909093,7.0
0.11846689895470384,0.3927272727272727,0.6949524506217981,0.3186813186813188,0.18181818181818182,5.0
0.0731707317073171,0.41818181818181815,0.6283833211411941,0.2527472527472528,0.2363636363636365,7.0
0.0940766550522648,0.49818181818181817,0.2684711046086374,0.4505494505494504,0.6727272727272726,8.0
0.08710801393728224,0.41818181818181815,0.5171909290417002,0.21978021978021955,0.2363636363636365,5.0
0.10104529616724739,0.26545454545454544,0.5303584491587418,0.9010989010989012,0.2727272727272727,5.0
0.045296167247386776,0.29454545454545455,0.22311631309436766,0.5384615384615384,0.781818181818182,8.0
0.045296167247386776,0.23272727272727273,0.2721287490855938,0.3296703296703296,0.6363636363636364,7.0
0.11498257839721256,0.44727272727272727,0.6517922457937089,0.2857142857142856,0.12727272727272715,5.0
0.05923344947735192,0.36363636363636365,0.3343087051938616,0.3736263736263736,0.5272727272727273,5.0
0.05226480836236934,0.21454545454545454,0.23189465983906477,0.49450549450549436,0.7454545454545454,7.0
0.14634146341463414,0.6709090909090909,0.8683247988295679,0.3186813186813188,0.0727272727272728,8.0
0.132404181184669,0.6763636363636364,0.6561814191660614,0.3076923076923076,0.0727272727272728,5.0
0.12543554006968644,0.43272727272727274,0.29773226042428896,0.2307692307692308,0.5272727272727273,7.0
0.08013937282229969,0.16727272727272727,0.34162399414777445,0.3956043956043956,0.45454545454545453,5.0
0.045296167247386776,0.3054545454545455,0.2750548646671541,0.3296703296703296,0.45454545454545453,7.0
0.0731707317073171,0.5745454545454546,0.2538405267008116,0.5494505494505496,0.7090909090909091,8.0
0.1358885017421603,0.5272727272727272,0.5128017556693476,0.5824175824175823,0.054545454545454675,5.0
0.12195121951219515,0.3090909090909091,0.42136064374542825,0.4285714285714288,0.30909090909090897,5.0
0.05226480836236934,0.2872727272727273,0.4637893196781377,0.4285714285714288,0.3454545454545455,8.0
0.04878048780487805,0.2872727272727273,0.2677395757132412,0.6923076923076924,0.9090909090909091,7.0
0.09756097560975611,0.41818181818181815,0.9414776883686968,0.4285714285714288,0.0,8.0
0.09059233449477354,0.4254545454545455,0.37088514996342603,0.3736263736263736,0.2727272727272727,5.0
0.11149825783972127,0.24727272727272728,0.4001463057790857,0.5274725274725276,0.39999999999999986,8.0
0.14285714285714288,0.4,0.3350402340892577,0.4615384615384616,0.7090909090909091,8.0
0.05226480836236934,0.26181818181818184,0.2465252377468987,0.49450549450549436,0.6000000000000001,8.0
0.5331010452961672,0.33454545454545453,0.4469641550841315,0.13186813186813204,0.12727272727272715,5.0
0.14634146341463414,0.5781818181818181,0.5654718361375383,0.5054945054945056,0.3818181818181818,5.0
0.11149825783972127,0.5381818181818182,0.5420629114850073,0.3736263736263736,0.3454545454545455,5.0
0.11149825783972127,0.5527272727272727,0.6342355523043227,0.3076923076923076,0.0727272727272728,5.0
0.10801393728222998,0.26181818181818184,0.5171909290417002,0.6043956043956044,0.30909090909090897,5.0
0.055749128919860634,0.36,0.1397220190197493,0.6703296703296704,0.781818181818182,8.0
0.1289198606271777,0.44,0.789319678127294,0.12087912087912078,0.09090909090909091,7.0
0.08013937282229969,0.26545454545454544,0.35625457205560024,0.3076923076923076,0.690909090909091,7.0
0.10801393728222998,0.4618181818181818,0.7512801755669372,0.2857142857142856,0.03636363636363624,5.0
0.10801393728222998,0.45454545454545453,0.6781272860278001,0.3736263736263736,0.09090909090909091,7.0
0.10104529616724739,0.4290909090909091,0.25822970007315604,0.3076923076923076,0.4909090909090908,7.0
0.10801393728222998,0.4509090909090909,0.34016093635698214,1.0,0.45454545454545453,7.0
0.18815331010452965,0.09818181818181818,0.531821506949526,0.2747252747252748,0.19999999999999993,5.0
0.12543554006968644,0.610909090909091,0.6122896854425841,0.36263736263736285,0.18181818181818182,5.0
0.0662020905923345,0.4,0.29773226042428896,0.36263736263736285,0.781818181818182,7.0
0.13937282229965162,0.3236363636363636,0.524506217995613,0.5604395604395603,0.1454545454545456,5.0
0.14634146341463414,0.5927272727272728,0.595464520848586,0.34065934065934084,0.18181818181818182,5.0
0.06968641114982581,0.2581818181818182,0.23262618873446095,0.2747252747252748,0.690909090909091,7.0
0.11846689895470384,0.5818181818181818,0.6313094367227624,0.38461538461538486,0.10909090909090903,5.0
0.08362369337979095,0.6363636363636364,0.6342355523043227,0.6593406593406597,0.21818181818181806,7.0
0.132404181184669,0.509090909090909,0.6686174103877232,0.2857142857142856,0.12727272727272715,5.0
0.06968641114982581,0.22545454545454546,0.531821506949526,0.17582417582417556,0.36363636363636365,8.0
0.08013937282229969,0.33090909090909093,0.6488661302121486,0.5824175824175823,0.2727272727272727,5.0
0.12543554006968644,0.13454545454545455,0.4630577907827415,0.4615384615384616,0.39999999999999986,5.0
0.12543554006968644,0.32,0.4484272128749157,0.40659340659340687,0.5454545454545454,8.0
0.11846689895470384,0.44,0.4806144842721357,0.2637362637362636,0.4484848484848543,7.0
0.09756097560975611,0.4690909090909091,0.9561082662765227,0.12087912087912078,0.10909090909090903,5.0
0.03832752613240419,0.33454545454545453,0.1660570592538406,0.5934065934065936,1.0,7.0
0.17421602787456447,0.2727272727272727,0.6561814191660614,0.09890109890109877,0.1454545454545456,5.0
0.08362369337979095,0.6363636363636364,0.6342355523043227,0.6593406593406597,0.21818181818181806,7.0
0.06968641114982581,0.09090909090909091,0.07461594732992127,0.5164835164835164,0.9090909090909091,7.0
0.1289198606271777,0.4072727272727273,0.4001463057790857,0.6593406593406597,0.36363636363636365,7.0
0.07665505226480838,0.3236363636363636,0.4879297732260486,0.2967032967032968,0.39999999999999986,5.0
0.12195121951219515,0.33454545454545453,0.7249451353328459,0.38461538461538486,0.18181818181818182,7.0
0.11149825783972127,0.5636363636363636,0.637161667885883,0.38461538461538486,0.1636363636363637,5.0
0.14634146341463414,0.3236363636363636,0.9268471104608711,0.4615384615384616,0.19999999999999993,5.0
0.09059233449477354,0.32727272727272727,0.12655449890271583,0.5054945054945056,0.8363636363636363,8.0
0.07665505226480838,0.31272727272727274,0.29041697147037604,0.6153846153846156,0.5454545454545454,8.0
0.07665505226480838,0.09818181818181818,0.27578639356255025,0.2527472527472528,0.5454545454545454,7.0
0.04878048780487805,0.3018181818181818,0.3767373811265547,0.6153846153846156,0.2727272727272727,5.0
0.12195121951219515,0.41454545454545455,0.6342355523043227,0.1428571428571428,0.18181818181818182,5.0
0.11846689895470384,0.41454545454545455,0.1777615215801061,0.40659340659340687,0.8,7.0
0.045296167247386776,0.41818181818181815,0.3855157278712518,0.4395604395604396,0.4909090909090908,7.0
0.05226480836236934,0.36363636363636365,0.4147768836869115,0.6153846153846156,0.5090909090909093,8.0
0.1045296167247387,0.6036363636363636,0.8098024871982484,0.2307692307692308,0.19999999999999993,7.0
0.04878048780487805,0.3781818181818182,0.34308705193855865,0.5384615384615384,0.5272727272727273,5.0
0.10801393728222998,0.32727272727272727,0.25676664228237184,0.34065934065934084,0.6181818181818183,7.0
0.04878048780487805,0.27636363636363637,0.37088514996342603,0.5494505494505496,0.6545454545454544,8.0
0.13937282229965162,0.6145454545454545,1.0,0.40659340659340687,0.09090909090909091,5.0
0.04878048780487805,0.23272727272727273,0.26554498902707707,0.4615384615384616,0.6181818181818183,7.0
0.08362369337979095,0.2509090909090909,0.22896854425750449,0.38461538461538486,0.7454545454545454,8.0
0.04878048780487805,0.41454545454545455,0.39283101682517285,0.17582417582417556,0.8181818181818182,7.0
0.06968641114982581,0.38545454545454544,0.2509144111192432,0.48351648351648363,0.8181818181818182,7.0
0.15679442508710806,0.37454545454545457,0.5903438185808373,0.48351648351648363,0.21818181818181806,5.0
0.09756097560975611,0.48363636363636364,0.5098756400877873,0.4505494505494504,0.4909090909090908,8.0
0.14982578397212545,0.4618181818181818,0.8002926115581714,0.09890109890109877,0.054545454545454675,8.0
0.06968641114982581,0.32727272727272727,0.3343087051938616,0.49450549450549436,0.45454545454545453,8.0
0.08362369337979095,0.5636363636363636,0.7790782735918046,0.10989010989011003,0.09090909090909091,5.0
0.08362369337979095,0.4509090909090909,0.29773226042428896,0.5164835164835164,0.7454545454545454,7.0
0.12543554006968644,0.2109090909090909,0.5010972933430902,0.01098901098901076,0.09090909090909091,5.0
